,Date,Open Price,High Price,Low Price,Close Price,Volume,MA60,MA20,MA10,MA5,kc_middle,kc_upper,kc_lower
182,20221108 14:00:00,19554.76,19650.0,19306.12,19412.32,39202.73923,20695.662166666665,20081.389,19686.921000000002,19615.737999999998,20326.06401095076,20740.875017999297,19911.25300390222
183,20221108 15:00:00,19416.85,19530.0,19229.0,19520.97,29105.80082,20667.113666666668,20015.061999999998,19668.58,19581.882,20287.721360841562,20721.251267256517,19854.191454426607
184,20221108 16:00:00,19522.0,20700.88,19481.14,20371.06,70341.10094,20652.83583333333,19993.4055,19727.385000000002,19716.286,20291.690344622624,20925.815261083444,19657.565428161804
185,20221108 17:00:00,20369.58,20438.77,19324.99,19342.67,49445.28848,20622.623499999998,19926.4875,19681.962,19640.356,20246.493724807715,21039.962150113857,19453.025299501573
186,20221108 18:00:00,19342.67,19550.0,18386.0,18600.51,82580.76074,20579.774166666666,19833.4415,19569.023,19449.506,20168.10499962955,21115.026582830997,19221.183416428106
187,20221108 19:00:00,18600.51,18723.42,17166.83,18256.64,82344.544053,20530.81,19716.717,19417.053999999996,19218.370000000003,20077.07340304394,21240.620828466373,18913.52597762151
188,20221108 20:00:00,18255.24,18489.8,17810.49,18159.77,42296.98449,20479.244500000004,19598.993,19264.006,18946.129999999997,19985.76420997056,21168.818892894604,18802.709527046514
189,20221108 21:00:00,18159.77,18719.73,18135.0,18702.22,21797.22214,20436.92816666667,19502.666,19164.324,18612.362,19924.63729919484,21106.33251382373,18742.94208456595
190,20221108 22:00:00,18700.79,18730.0,18377.4,18459.68,13602.73275,20390.195,19403.424,19038.06,18435.764,19854.87116904154,20988.91686212077,18720.825475962312
191,20221108 23:00:00,18459.68,18645.89,18370.0,18547.23,15045.37377,20345.064166666667,19323.3525,18937.307,18425.108,19792.597221339838,20868.416345015714,18716.778097663962
192,20221109 00:00:00,18545.38,18587.76,18325.0,18335.76,20443.31011,20296.876666666667,19258.286,18829.650999999998,18440.932,19723.218374954402,20744.007586181517,18702.429163727287
193,20221109 01:00:00,18334.39,18495.0,18293.36,18322.44,22204.10467,20248.575999999997,19189.189,18709.798,18473.466,19656.50947318002,20615.54776320245,18697.47118315759
194,20221109 02:00:00,18321.46,18428.3,18113.73,18127.94,20307.84932,20196.944333333337,19106.4355,18485.485999999997,18358.609999999997,19583.71507804621,20509.76353902698,18657.666617065443
195,20221109 03:00:00,18127.94,18345.01,18000.0,18313.68,28478.65989,20148.154,19032.2745,18382.587,18329.409999999996,19523.23296586162,20425.678580718934,18620.78735100431
196,20221109 04:00:00,18313.68,18391.46,18193.74,18256.11,19018.31503,20098.131833333333,18958.585,18348.147,18271.185999999998,19462.889737427242,20314.634790749755,18611.14468410473
197,20221109 05:00:00,18256.09,18517.58,18173.09,18401.15,21757.60368,20050.699166666665,18889.826,18362.598,18284.264,19412.327478681196,20247.79602665728,18576.85893070511
198,20221109 06:00:00,18401.15,18459.79,18292.62,18304.35,15973.73862,20002.045833333334,18820.531,18377.056,18280.646,19359.563442547573,20144.919135686767,18574.20774940838
199,20221109 07:00:00,18304.35,18354.28,18202.59,18240.72,17110.55158,19952.816166666667,18747.614999999998,18330.906,18303.202,19306.282102211004,20043.440226002276,18569.12397841973
200,20221109 08:00:00,18239.34,18256.85,18041.17,18150.6,25168.86615,19901.937833333333,18669.029,18299.998,18270.586000000003,19251.246590097762,19957.82490149049,18544.668278705034
201,20221109 09:00:00,18152.27,18156.82,17623.04,17763.99,44433.71586,19845.882166666666,18579.4905,18221.674,18172.162000000004,19180.421132779244,19923.097613053327,18437.74465250516
202,20221109 10:00:00,17763.68,17870.33,17250.33,17689.3,58740.89974,19788.3835,18493.339500000002,18157.028,18029.791999999998,19109.411817335826,19901.82064960808,18317.002985063573
203,20221109 11:00:00,17689.3,17884.0,17552.39,17818.08,24099.9056,19736.925166666668,18408.195,18106.592,17932.538,19047.9169003852,19827.40684942425,18268.42695134615
204,20221109 12:00:00,17817.07,18015.0,17417.79,17619.85,36592.85286,19682.270833333332,18270.6345,18055.783000000003,17808.363999999998,18979.910633291245,19800.893587443672,18158.92767913882
205,20221109 13:00:00,17617.84,17713.64,17298.9,17582.24,31960.99543,19625.54783333333,18182.613,17982.639000000003,17694.692000000003,18913.35201668848,19735.184675425986,18091.519357950976
206,20221109 14:00:00,17582.24,17816.39,17361.51,17649.62,30529.02317,19569.921333333335,18135.0685,17921.989999999998,17671.818,18853.17182835456,19683.79722122128,18022.54643548784
207,20221109 15:00:00,17649.62,17834.99,16918.83,17116.08,55944.902054,19506.625666666663,18078.0405,17793.483,17557.174000000003,18770.449932089396,19701.244785699866,17839.655078478925
208,20221109 16:00:00,17119.61,17333.33,16857.0,17084.92,45996.797367,19443.167333333335,18024.298000000003,17671.54,17410.542,18690.18360993293,19623.16497818295,17757.20224168291
209,20221109 17:00:00,17084.94,17225.86,16800.0,16957.66,27894.051258,19378.145833333332,17937.07,17543.234,17278.104,18607.679556629442,19532.53478805246,17682.824325206424
210,20221109 18:00:00,16954.94,17021.98,16441.53,16602.53,39031.791708,19307.16416666667,17844.2125,17388.427,17082.162,18512.193015914454,19460.652724200398,17563.73330762851
211,20221109 19:00:00,16602.53,17025.18,16590.0,16784.64,24522.57361,19242.979166666668,17756.083000000002,17290.492,16909.166,18429.925937507647,19370.57567496344,17489.276200051856
212,20221109 20:00:00,16784.64,16900.0,16112.0,16237.79,32926.58096,19168.327999999998,17651.1845,17145.341,16733.507999999998,18325.53531050568,19329.720074227287,17321.35054678407
213,20221109 21:00:00,16237.79,16262.31,15671.0,15751.13,38881.756542,19086.161333333337,17522.619,16938.646,16466.75,18202.941000796844,19224.96928814917,17180.91271344452
214,20221109 22:00:00,15747.69,16095.0,15591.0,15874.66,21102.82903,19004.778833333334,17409.954999999998,16764.127,16250.15,18092.06739284633,19112.69285146322,17071.44193422944
215,20221109 23:00:00,15875.17,16000.0,15588.0,15922.81,28805.25549,18924.601333333336,17290.4115,16598.184,16114.206,17988.76668513714,18989.72959788977,16987.80377238451
216,20221110 00:00:00,15922.68,16342.64,15754.26,16272.46,39237.27879,18849.792333333335,17191.229,16460.468,16011.769999999999,17907.035733273755,18925.57835475319,16888.49311179432
217,20221110 01:00:00,16270.0,16445.46,16080.0,16140.29,25975.6301,18773.438833333334,17078.185999999998,16362.889,15992.27,17822.902962457367,18812.683321785815,16833.12260312892
218,20221110 02:00:00,16140.29,16263.15,16044.67,16211.61,19652.67884,18699.392999999996,16973.549000000003,16275.557999999999,16084.366,17746.172970213975,18680.671293604308,16811.67464682364
219,20221110 03:00:00,16210.23,16574.92,16184.1,16369.59,30551.40032,18626.137,16879.9925,16216.751,16183.352000000003,17680.619971484957,18599.832462534945,16761.40748043497
220,20221110 04:00:00,16370.64,16506.98,16204.36,16499.68,21517.09779,18556.748666666666,16797.4465,16206.466,16298.726,17624.38356744768,18512.198809390244,16736.568325505115
221,20221110 05:00:00,16498.26,16785.0,16493.06,16726.59,22000.32151,18490.475166666667,16745.576500000003,16200.661000000002,16389.552,17581.63064764254,18439.05236538874,16724.208929896344
222,20221110 06:00:00,16726.58,16907.14,16618.87,16706.3,19742.23544,18423.718333333334,16696.426499999998,16247.511999999999,16502.754,17539.94745107113,18369.28099704095,16710.61390510131
223,20221110 07:00:00,16705.02,16920.0,16637.37,16752.1,22770.46509,18355.461499999998,16643.127500000002,16347.609,16610.852000000003,17502.430233072413,18305.356424443766,16699.50404170106
224,20221110 08:00:00,16752.36,16959.99,16475.02,16844.49,28937.12658,18289.4665,16604.3595,16444.591999999997,16705.832000000002,17471.09921074815,18290.726782983216,16651.471638513085
225,20221110 09:00:00,16846.0,16855.67,16646.49,16694.14,17512.30588,18223.018333333333,16559.9545,16521.725,16744.724,17434.10055135969,18213.601366369418,16654.599736349963
226,20221110 10:00:00,16694.14,16744.6,16340.0,16403.74,22802.70656,18155.390166666664,16497.6605,16534.853,16680.154000000002,17385.0350032134,18167.505736722276,16602.564269704526
227,20221110 11:00:00,16403.74,16544.19,16258.74,16397.57,24149.78406,18085.4975,16461.734999999997,16560.581,16618.408000000003,17338.012166540066,18099.325826697273,16576.698506382858
228,20221110 12:00:00,16399.03,16897.47,16386.66,16672.03,33675.79312,18021.460499999997,16441.0905,16606.623,16602.394,17306.298284484597,18093.64257862695,16518.953990342245
229,20221110 13:00:00,16675.47,17800.0,16548.14,17650.93,55935.85483,17971.83,16475.754,16734.757,16763.682,17322.709538141913,18281.691402875163,16363.727673408663
230,20221110 14:00:00,17653.24,17749.0,17390.45,17636.39,34780.11776,17925.027833333334,16527.447,16848.428,16952.132,17337.646893339115,18272.44057159839,16402.853215079842
231,20221110 15:00:00,17636.39,17960.04,17383.62,17554.06,32435.00444,17881.7845,16565.917999999998,16931.175,17182.196,17347.9524044403,18304.550714874174,16391.354094006427
232,20221110 16:00:00,17556.12,17989.0,17448.36,17786.53,29507.41056,17850.941833333334,16643.355,17039.198,17459.988,17368.83729324136,18337.90377263212,16399.7708138506
233,20221110 17:00:00,17788.14,17840.0,17120.94,17197.23,28095.49359,17809.156000000003,16715.66,17083.711,17565.028000000002,17360.665427417734,18376.637258870338,16344.693595965131
234,20221110 18:00:00,17197.23,17480.47,17180.0,17360.81,19050.15471,17768.786000000004,16789.967500000002,17135.343,17507.004,17360.67231189859,18335.1409602052,16386.20366359198
235,20221110 19:00:00,17362.93,17500.0,17226.42,17455.62,14287.17027,17729.764666666666,16866.608,17211.491,17470.85,17365.19367552307,18296.93145899834,16433.4558920478
236,20221110 20:00:00,17456.98,18199.0,17374.81,18108.48,23001.9404,17702.740999999998,16958.409,17381.965,17581.734,17400.58859897424,18403.990604103008,16397.18659384547
237,20221110 21:00:00,18105.16,18166.65,17766.91,17858.67,19586.37136,17670.780000000002,17044.328,17528.075,17596.162,17422.40219657176,18405.41200118739,16439.392391956128
238,20221110 22:00:00,17856.17,17892.74,17677.53,17823.27,9322.50191,17639.663666666667,17124.911,17643.199,17721.37,17441.491304235107,18369.242128388534,16513.74048008168
239,20221110 23:00:00,17825.07,17856.72,17478.0,17601.15,13921.52041,17604.698833333332,17186.489,17638.221,17769.438000000002,17449.094161723347,18359.813903461254,16538.37441998544
240,20221111 00:00:00,17602.45,17660.0,17404.87,17553.81,14572.88485,17568.556999999997,17239.1955,17629.963,17789.076,17454.08066922266,18324.754436786403,16583.40690165892
241,20221111 01:00:00,17553.81,17695.0,17202.38,17269.21,19175.52244,17530.4645,17266.3265,17601.478,17621.222,17445.277238430986,18327.40762923845,16563.146847623524
242,20221111 02:00:00,17269.21,17362.01,17013.76,17204.27,21278.31313,17493.663666666667,17291.225,17543.252,17490.342,17433.800621832026,18297.3679735586,16570.23327010545
243,20221111 03:00:00,17203.11,17216.21,16888.76,17064.12,19692.13753,17452.71616666667,17306.826,17529.941,17338.512,17416.196663731578,18258.897280285353,16573.496047177803
244,20221111 04:00:00,17064.12,17184.39,17002.97,17084.41,14210.92629,17397.938666666665,17318.822,17502.301,17235.164,17400.397197105278,18195.11175200338,16605.682642207175
245,20221111 05:00:00,17083.18,17398.0,17055.82,17357.62,17212.62389,17364.854499999998,17351.996000000003,17492.500999999997,17195.926,17398.360175233174,18182.039274641404,16614.681075824945
246,20221111 06:00:00,17359.45,17430.33,17162.99,17268.77,13095.76249,17342.658833333335,17395.247499999998,17408.530000000002,17195.838,17392.189178483244,18150.96836795053,16633.40998901596
247,20221111 07:00:00,17268.77,17483.9,17153.84,17404.08,16902.80546,17328.449500000002,17445.573,17363.071,17235.8,17392.755411227383,18141.668681747895,16643.84214070687
248,20221111 08:00:00,17404.09,17537.0,17271.21,17397.56,16067.55945,17315.746,17481.8495,17320.5,17302.488,17392.984202380383,18120.164145848754,16665.804258912012
249,20221111 09:00:00,17398.85,17438.26,17307.64,17392.14,10655.47864,17293.911333333333,17468.91,17299.599,17364.034,17392.94400206431,18073.529951185676,16712.358052942942
250,20221111 10:00:00,17392.14,17422.55,17209.2,17336.64,10997.00855,17275.194,17453.9225,17277.881999999998,17359.838,17390.262846232064,18045.46020044121,16735.065492022917
251,20221111 11:00:00,17334.41,17467.6,17294.01,17350.7,11024.83985,17255.251833333332,17443.7545,17286.031,17376.224,17388.378892556182,18012.774511344323,16763.98327376804
252,20221111 12:00:00,17349.45,17414.52,17258.23,17400.33,10305.34322,17239.661333333333,17424.4445,17305.637,17375.474,17388.94799538977,17982.162052299016,16795.733938480527
253,20221111 13:00:00,17399.17,17544.9,17292.38,17303.82,15804.49289,17222.68433333333,17429.773999999998,17329.607,17356.726000000002,17384.894264505645,17969.290915723945,16800.497613287345
254,20221111 14:00:00,17303.39,17328.0,16361.6,16916.02,55155.78814,17202.485666666667,17407.5345,17312.768000000004,17261.502,17362.566830356704,18081.803816453463,16643.329844259944
255,20221111 15:00:00,16916.02,17050.0,16673.06,16871.27,27760.21224,17178.445499999998,17378.317,17264.133,17168.428000000004,17339.171655159756,18061.872942646845,16616.470367672668
256,20221111 16:00:00,16871.27,16934.5,16543.95,16836.28,19067.00151,17154.781666666666,17314.707000000002,17220.884,17065.544,17315.224347661864,18043.765506400254,16586.683188923475
257,20221111 17:00:00,16836.28,16963.71,16750.1,16909.31,14008.49051,17129.917666666668,17267.239,17171.407,16967.340000000004,17295.8950270366,17994.304069901104,16597.485984172097
258,20221111 18:00:00,16909.31,17045.09,16802.07,16837.11,12998.72229,17105.463666666667,17217.931,17115.362,16873.998,17274.048049970144,17951.220188548166,16596.875911392122
259,20221111 19:00:00,16838.56,16893.42,16672.29,16849.17,11057.28059,17082.271166666666,17180.332000000002,17061.065,16860.628,17253.81569923967,17907.49662395986,16600.134774519476
260,20221111 20:00:00,16849.17,16868.17,16555.77,16626.64,12549.93757,17056.871833333335,17133.9735,16990.065000000002,16811.701999999997,17223.950101695013,17874.74293394318,16573.157269446845
261,20221111 21:00:00,16626.64,16900.0,16614.21,16803.15,10738.91735,17040.85783333333,17110.6705,16935.31,16805.076,17203.911945346306,17846.78349436965,16561.040396322962
262,20221111 22:00:00,16804.07,16989.1,16790.0,16920.95,7835.38458,17028.052,17096.504500000003,16887.372000000003,16807.404,17190.437530961506,17808.84192508249,16572.03313684052
263,20221111 23:00:00,16922.96,17148.96,16834.37,17070.31,11385.43146,17015.589166666665,17096.814000000002,16864.021,16854.044,17184.71715777463,17804.19911248352,16565.235203065742
264,20221112 00:00:00,17069.98,17119.1,16857.86,16901.29,11784.41932,17003.613166666666,17087.658,16862.548,16864.468,17171.220593713515,17781.002352951506,16561.438834475524
265,20221112 01:00:00,16901.29,16932.84,16801.17,16894.43,7048.79208,16992.149666666668,17064.498499999998,16864.864,16918.026,17158.040058801515,17733.177642115683,16582.902475487346
266,20221112 02:00:00,16893.43,17001.98,16857.13,16890.49,6401.54615,16979.4975,17045.584500000004,16870.285,16935.494,17145.299551779626,17691.89337676236,16598.705726796892
267,20221112 03:00:00,16889.02,16932.88,16774.0,16907.44,8584.94585,16976.020166666665,17020.7525,16870.098,16932.791999999998,17133.972882722832,17657.683325207283,16610.26244023838
268,20221112 04:00:00,16907.58,16938.2,16739.29,16766.72,10586.25804,16970.716833333332,16989.2105,16863.059,16872.074,17116.484615312227,17627.606013548226,16605.36321707623
269,20221112 05:00:00,16766.72,16787.56,16631.39,16703.62,12799.03705,16966.48283333333,16954.7845,16848.504,16832.54,17096.8243581693,17588.067616581688,16605.58109975691
270,20221112 06:00:00,16701.86,16818.71,16676.72,16760.3,8919.85699,16969.112333333334,16925.9675,16861.87,16805.714,17080.799359725992,17551.316292297135,16610.28242715485
271,20221112 07:00:00,16760.67,16872.86,16753.73,16822.02,8714.30871,16969.735333333334,16899.5335,16863.757,16792.019999999997,17068.476511829085,17515.767751143107,16621.185272515064
272,20221112 08:00:00,16822.02,16905.85,16727.13,16842.46,8782.84109,16979.813166666667,16871.640000000003,16855.908,16779.023999999998,17057.713803119346,17496.01991850196,16619.407687736733
273,20221112 09:00:00,16841.35,16905.22,16800.0,16863.98,7237.96867,16998.360666666667,16849.648,16835.275,16798.476000000002,17048.48836949809,17464.007873342434,16632.968865653744
274,20221112 10:00:00,16864.46,16977.45,16807.13,16843.88,9386.81678,17014.514333333333,16846.041,16829.534000000003,16826.528000000002,17038.74509929837,17446.77665275828,16630.71354583846
275,20221112 11:00:00,16842.66,16887.51,16790.3,16866.92,5794.82302,17030.249499999998,16845.823500000002,16826.783,16847.852000000003,17030.562940108364,17417.23333822228,16643.89254199445
276,20221112 12:00:00,16866.46,16918.29,16809.83,16862.99,6102.63112,17040.091666666667,16847.159,16824.033,16856.046,17022.583265515404,17392.27862381792,16652.887907212888
277,20221112 13:00:00,16863.46,16869.0,16757.0,16840.79,6108.37533,17051.766666666666,16843.733,16817.368,16855.712,17013.926432211883,17369.052254684146,16658.80060973962
278,20221112 14:00:00,16839.75,16964.9,16799.28,16900.01,8337.69552,17063.24,16846.878,16830.697,16862.917999999998,17008.501833555903,17361.23907378094,16655.764593330867
279,20221112 15:00:00,16901.33,16996.35,16873.84,16935.74,7285.35918,17072.675833333335,16851.2065,16853.909,16881.29,17005.036980296165,17347.0024964987,16663.07146409363
280,20221112 16:00:00,16935.74,16964.37,16870.01,16888.68,5447.29967,17079.159166666665,16864.308500000003,16866.747,16885.642,16999.49616555347,17326.137130135747,16672.855200971197
281,20221112 17:00:00,16889.57,16910.83,16857.47,16891.69,4726.00978,17081.910833333335,16868.735500000003,16873.714,16891.382,16994.36253318932,17299.011401313368,16689.713665065272
282,20221112 18:00:00,16891.69,16899.99,16830.0,16871.49,4717.66276,17084.664,16866.2625,16876.617000000002,16897.522,16988.511454282856,17276.693435594498,16700.329472971214
283,20221112 19:00:00,16871.49,16902.03,16846.82,16891.32,3322.18754,17086.984333333334,16857.313000000002,16879.351,16895.784,16983.883285350483,17254.289068530958,16713.477502170008
284,20221112 20:00:00,16892.41,16897.68,16791.71,16820.32,3734.91429,17086.5815,16853.2645,16876.995000000003,16872.7,16976.094550356047,17240.653755218475,16711.53534549362
285,20221112 21:00:00,16820.98,16862.5,16767.73,16819.64,4589.13274,17088.673166666667,16849.525,16872.267,16858.892,16968.644327185637,17225.70161156182,16711.587042809453
286,20221112 22:00:00,16818.73,16858.04,16791.0,16835.63,2685.87497,17095.871333333333,16846.782,16869.531,16847.68,16962.310306353054,17207.069862291617,16717.55075041449
287,20221112 23:00:00,16835.63,16840.15,16760.0,16812.08,4721.2037,17102.779833333334,16842.014000000003,16866.66,16835.798,16955.156476591368,17191.470076936075,16718.84287624666
288,20221113 00:00:00,16813.16,16886.0,16774.07,16842.6,5163.90056,17105.622666666666,16845.807999999997,16860.919,16826.054,16949.796640341443,17184.86488065168,16714.728400031207
289,20221113 01:00:00,16841.84,16905.9,16840.1,16879.34,3907.13261,17092.76283333333,16854.594,16855.279000000002,16837.858,16946.441559826653,17171.162976105865,16721.72014354744
290,20221113 02:00:00,16878.63,16905.19,16856.99,16895.56,4245.89137,17080.415666666668,16861.357,16855.967,16853.041999999998,16944.0186267534,17155.90790140469,16732.12935210211
291,20221113 03:00:00,16894.79,16954.28,16865.08,16914.6,6414.68651,17069.757999999998,16865.985999999997,16858.258,16868.836,16942.617738854962,17151.158086041123,16734.0773916688
292,20221113 04:00:00,16915.02,16926.15,16854.16,16863.77,4716.55029,17054.378666666667,16867.0515,16857.485999999997,16879.174000000003,16938.86308230047,17140.947394768016,16736.778769832927
293,20221113 05:00:00,16864.6,16873.12,16837.18,16853.68,3975.49445,17048.652833333334,16866.5365,16853.722,16881.39,16934.806742657613,17123.870623878403,16745.742861436822
294,20221113 06:00:00,16853.68,16867.88,16680.0,16684.45,9451.46691,17037.380166666666,16858.565,16840.135000000002,16842.412,16922.88498631616,17130.618479414872,16715.151493217447
295,20221113 07:00:00,16684.45,16801.01,16562.82,16774.99,12826.74797,17026.036333333333,16853.9685,16835.67,16818.298000000003,16915.8423641557,17150.44050794454,16681.244220366858
296,20221113 08:00:00,16774.99,16795.92,16606.05,16650.36,7774.9859,17001.734333333334,16843.337,16817.143000000004,16765.45,16903.200340379266,17152.312669789222,16654.08801096931
297,20221113 09:00:00,16650.89,16675.07,16435.23,16538.58,14511.31207,16979.732833333335,16828.226499999997,16789.792999999998,16700.412,16885.837458609836,17158.0065550788,16613.668362140874
298,20221113 10:00:00,16538.58,16625.82,16508.01,16585.14,8043.24545,16959.09733333333,16812.483,16764.047,16646.704,16871.51852539771,17140.032712219778,16603.004338575643
299,20221113 11:00:00,16585.14,16728.12,16562.43,16659.23,9553.92687,16943.398666666668,16798.657499999998,16742.036,16641.660000000003,16861.40954355235,17136.210311692208,16586.60877541249
300,20221113 12:00:00,16659.23,16671.76,16590.1,16609.22,6325.9491,16927.6555,16784.6845,16713.402000000002,16608.506,16849.400512639357,17113.053203965228,16585.747821313485
301,20221113 13:00:00,16609.78,16707.08,16590.02,16669.53,8591.51622,16917.660833333335,16773.5765,16688.895,16612.340000000004,16840.83524671629,17101.53466890958,16580.135824523004
302,20221113 14:00:00,16669.53,16714.26,16616.92,16632.93,8302.4332,16908.138499999997,16761.6485,16665.811,16631.21,16830.934993111787,17085.032473085743,16576.83751313783
303,20221113 15:00:00,16633.82,16652.36,16517.85,16580.79,9866.58224,16900.083,16746.122,16638.522000000004,16630.340000000004,16819.023322463643,17074.613054440204,16563.433590487082
304,20221113 16:00:00,16579.49,16621.23,16485.32,16586.45,7916.17211,16891.783666666666,16734.4285,16628.722,16615.784,16807.948398530363,17065.16115730927,16550.735639751456
305,20221113 17:00:00,16586.45,16591.96,16463.68,16551.89,7794.09765,16878.354833333335,16721.041,16606.412000000004,16604.318000000003,16795.75513745625,17052.902620357265,16538.607654555235
306,20221113 18:00:00,16551.44,16568.64,16461.16,16527.06,6502.10289,16865.993000000002,16705.6125,16594.082000000002,16575.824,16782.96012691195,17035.88886152286,16530.031392301036
307,20221113 19:00:00,16527.06,16579.58,16498.0,16554.6,6222.07259,16851.835,16692.7385,16595.684,16560.158000000003,16772.085831917575,17016.037693067396,16528.133970767754
308,20221113 20:00:00,16553.35,16583.15,16461.8,16488.49,6377.70791,16836.683833333333,16675.033000000003,16586.019,16541.697999999997,16758.581264664794,17002.407939699635,16514.754589629953
309,20221113 21:00:00,16488.03,16559.7,16229.0,16390.67,13785.73633,16819.99266666667,16650.5995,16559.163,16502.541999999998,16741.06167590335,17026.64568343471,16455.477668371994
310,20221113 22:00:00,16391.66,16479.0,16338.78,16438.35,5520.57088,16805.021166666666,16627.739,16542.075999999997,16479.834,16726.64683048739,17011.716437265608,16441.57722370917
311,20221113 23:00:00,16440.02,16448.99,16276.2,16329.85,7170.50638,16788.007,16598.501500000002,16508.108,16440.392,16707.75173869445,16998.87238479485,16416.63109259405
312,20221114 00:00:00,16331.78,16411.99,16100.0,16259.64,13796.72522,16768.9955,16568.295000000002,16470.779,16381.399999999998,16686.41307949449,17010.81966098485,16362.006498004132
313,20221114 01:00:00,16260.11,16303.55,16000.0,16090.87,14787.4604,16748.779666666665,16530.1545,16421.787000000004,16301.876,16658.0538789341,17010.729802275426,16305.377955592778
314,20221114 02:00:00,16090.87,16223.23,15911.61,16177.83,14877.7898,16736.4765,16504.823500000002,16380.925,16259.308,16635.18607033812,17014.918401345312,16255.45373933093
315,20221114 03:00:00,16178.86,16218.63,16119.73,16139.79,9559.54792,16724.285166666665,16473.0635,16339.715,16199.596,16611.59577652198,16973.13487442845,16250.056678615507
316,20221114 04:00:00,16140.66,16147.54,15853.66,15988.79,16688.29515,16710.160333333337,16439.985,16285.888,16131.384,16581.938352902187,16966.09954101801,16197.777164786363
317,20221114 05:00:00,15988.8,16009.99,15815.21,15863.31,10950.15274,16692.727,16406.2215,16216.759000000002,16052.117999999999,16547.717948891946,16932.41901819619,16163.016879587703
318,20221114 06:00:00,15863.25,16748.66,15847.54,16635.49,28717.50331,16689.366666666665,16408.739,16231.458999999999,16161.042000000001,16551.897571100642,17078.35253347446,16025.442608726824
319,20221114 07:00:00,16639.75,16889.97,16385.11,16824.78,31586.51798,16688.960166666668,16417.0165,16274.87,16290.432,16564.891974630482,17139.673440766917,15990.110508494045
320,20221114 08:00:00,16822.96,16935.59,16713.75,16764.23,19753.28349,16691.253333333334,16424.767,16307.458000000002,16415.32,16574.384263051164,17136.055582573958,16012.712943528371
321,20221114 09:00:00,16764.23,16796.99,16640.01,16752.98,13648.56643,16690.417166666666,16428.9395,16349.770999999999,16568.158,16582.88882323198,17119.789010802495,16045.988635661466
322,20221114 10:00:00,16752.99,16840.0,16709.42,16781.35,10738.0821,16688.0905,16436.360500000003,16401.942000000003,16751.765999999996,16592.339356812074,17101.665525625536,16083.013187998611
323,20221114 11:00:00,16781.35,16886.53,16733.68,16749.8,10415.50627,16682.748666666666,16444.810999999998,16467.835,16774.628,16599.83748370056,17088.801035632678,16110.873931768445
324,20221114 12:00:00,16748.75,16838.88,16666.5,16823.58,11427.51383,16681.4535,16456.6675,16532.41,16774.388,16610.49189062222,17085.035087361124,16135.948693883314
325,20221114 13:00:00,16821.66,17190.0,16502.0,16729.9,37861.04329,16678.711333333333,16465.568000000003,16591.421,16767.522,16616.17799177202,17180.866868837034,16051.489114707005
326,20221114 14:00:00,16729.9,16806.6,16425.67,16605.05,25214.63114,16673.954,16469.467500000002,16653.047,16737.935999999998,16615.64808733951,17200.054076698023,16031.242097980996
327,20221114 15:00:00,16606.71,16677.0,16452.67,16595.84,15898.78068,16668.760666666665,16471.529499999997,16726.3,16700.834,16614.704844979435,17185.536235402098,16043.873454556773
328,20221114 16:00:00,16593.77,16625.34,16356.71,16470.14,16438.29706,16663.817666666666,16470.612,16709.765,16644.902000000002,16607.82080400685,17175.295055387247,16040.346552626454
329,20221114 17:00:00,16470.14,16619.8,16444.3,16582.52,10953.34846,16661.799333333332,16480.2045,16685.539,16596.690000000002,16606.61600369346,17152.442829935815,16060.789177451103
330,20221114 18:00:00,16582.52,16674.97,16532.06,16613.12,7805.46287,16659.346333333335,16488.943,16670.428,16573.334,16606.925717833306,17126.751861451427,16087.099574215186
331,20221114 19:00:00,16614.82,16633.27,16181.0,16258.21,15978.99397,16649.9495,16485.360999999997,16620.951,16503.965999999997,16590.320205927776,17148.617735184085,16032.022676671466
332,20221114 20:00:00,16258.21,16339.98,16191.58,16274.83,13565.82057,16640.489,16486.120499999997,16570.299,16439.764,16575.296861467883,17107.444637798562,16043.149085137205
333,20221114 21:00:00,16276.51,16419.99,16261.81,16406.43,8304.16927,16632.863166666666,16501.8985,16535.962,16427.021999999997,16567.255581677236,17077.824580374847,16056.686582979626
334,20221114 22:00:00,16407.87,16455.7,16355.98,16410.56,5662.27899,16625.641166666668,16513.534999999996,16494.66,16392.63,16559.793886716783,17039.249985544633,16080.337787888933
335,20221114 23:00:00,16412.36,16765.0,16405.0,16619.46,15581.00656,16621.516833333335,16537.5185,16483.616,16393.897999999997,16562.635130422186,17066.14561936725,16059.124641477121
336,20221115 00:00:00,16617.72,16682.09,16535.0,16565.14,11219.2015,16616.552666666666,16566.336000000003,16479.624999999996,16455.284,16562.754409934518,17045.331849985076,16080.17696988396
337,20221115 01:00:00,16564.16,16809.0,16527.72,16716.7,11245.63233,16614.4845,16609.0055,16491.711,16543.658000000003,16570.08515282344,17060.660848868945,16079.50945677794
338,20221115 02:00:00,16716.7,16806.16,16683.0,16765.91,8539.80369,16612.249499999998,16615.5265,16521.288,16615.554,16579.41014615775,17045.5602725987,16113.260019716796
339,20221115 03:00:00,16765.92,16894.56,16764.11,16823.06,10742.8165,16610.3715,16615.4405,16545.341999999997,16698.053999999996,16591.01252087498,17036.63763467184,16145.387407078124
340,20221115 04:00:00,16823.06,16857.85,16756.34,16768.84,7929.40727,16608.37416666667,16615.671000000002,16560.913999999997,16727.93,16599.480496575175,17020.845098992348,16178.115894158005
