,Date,Time,Open,High,Low,Close,TotalVolume
14212,20221119,08:20:00,16600.57,16603.25,16590.03,16594.78,333.5195
14213,20221119,08:25:00,16595.3,16598.63,16580.0,16590.77,507.91598
14214,20221119,08:30:00,16590.77,16604.35,16587.49,16602.64,331.42108
14215,20221119,08:35:00,16601.91,16639.64,16597.09,16630.79,957.31938
14216,20221119,08:40:00,16630.37,16632.86,16619.68,16623.61,514.43086
14217,20221119,08:45:00,16623.98,16647.36,16620.86,16634.89,649.69761
14218,20221119,08:50:00,16635.56,16663.27,16633.67,16658.19,876.24768
14219,20221119,08:55:00,16658.19,16659.35,16641.16,16643.27,506.57433
14220,20221119,09:00:00,16643.08,16650.3,16633.26,16638.69,381.38412
14221,20221119,09:05:00,16638.69,16645.94,16632.12,16644.84,295.53296
14222,20221119,09:10:00,16645.62,16646.15,16632.58,16634.43,301.4795
14223,20221119,09:15:00,16633.95,16635.36,16626.29,16632.84,301.82124
14224,20221119,09:20:00,16633.78,16640.0,16630.0,16630.26,245.15355
14225,20221119,09:25:00,16630.13,16634.53,16626.12,16632.26,248.47559
14226,20221119,09:30:00,16632.26,16639.12,16630.42,16634.43,179.49269
14227,20221119,09:35:00,16635.23,16647.0,16634.06,16641.98,413.95362
14228,20221119,09:40:00,16642.79,16647.5,16640.5,16644.44,254.44065
14229,20221119,09:45:00,16644.44,16649.0,16640.1,16642.19,277.99457
14230,20221119,09:50:00,16641.93,16643.21,16631.32,16641.64,276.46568
14231,20221119,09:55:00,16641.23,16649.43,16631.8,16635.1,303.22329
14232,20221119,10:00:00,16635.1,16641.95,16633.62,16638.74,311.66665
14233,20221119,10:05:00,16638.42,16645.8,16631.77,16634.06,256.78786
14234,20221119,10:10:00,16634.06,16637.89,16626.78,16630.45,335.40356
14235,20221119,10:15:00,16629.79,16639.55,16622.06,16638.37,411.65726
14236,20221119,10:20:00,16638.96,16640.47,16633.0,16636.78,275.00133
14237,20221119,10:25:00,16636.64,16637.27,16629.0,16631.63,301.98902
14238,20221119,10:30:00,16632.05,16638.71,16628.91,16633.58,240.26914
14239,20221119,10:35:00,16633.08,16639.38,16633.08,16637.14,218.97065
14240,20221119,10:40:00,16637.14,16646.92,16634.09,16642.38,293.29587
